text,category
Motorcycle theft attempt near public market in Brgy. Bayanihan last night; please increase patrol.,Crime
Blocked fire exit/escape route near barangay hall Brgy. Malinis; please enforce safety. thank you.,Public Safety
"Manhole cover missing on Mabini Ave., Brgy. Malinis; water cannot drain properly kahapon pagkatapos ng ulan.",Flooding
Food stalls near terminal Brgy. Malinis have uncovered food and flies; sanitation issue.,Health
"Snatching incident reported on Quezon Blvd., Brgy. Bagong Silang at 4:25 PM; CCTV in area should be checked.",Crime
"Broken sidewalk tiles near riverbank, Brgy. New Era; pedestrians keep tripping.",Road Damage
"Construction drilling starts at 6:15 AM in Brgy Pag-asa, Maharlika Rd; violates quiet hours",Noise
Transformer humming loudly and smells burnt near Rizal St. Brgy. New Era; possible overload.,Electricity
Pack of stray dogs near covered court in Brgy. Riverside 7:00 PM; chased children.,Animal Control
May nasusunog na basura/kanal near Liberty St. Brgy. Malinis around 7:00 PM; strong odor and smoke.,Fire
Very slow mobile data signal near plaza Brgy. San Isidro; calls dropping frequently.,Internet
"Knee-deep floodwater after the thunderstorm along Sampaguita St., Brgy. Bayanihan. Drainage clogged with leaves and plastic.",Flooding
Patay ang ilaw sa poste malapit sa public market Brgy. Sta. Cruz since for 1 week.,Streetlight
Community WiFi at terminal Brgy. Malinis not working since Monday; router keeps rebooting.,Internet
Loose hanging cables across National Hwy Brgy. Bagong Silang; could snag vehicles.,Public Safety
Internet connection down in Brgy. New Era since since Monday; students can't attend online class.,Internet
Internet connection down in Brgy. New Era since since Monday; students can't attend online class. 😷,Internet
"May nagsusunog ng basura near bridge, Brgy. Pag-asa around 4:25 PM; usok pumapasok sa bahay.",Garbage
"Streetlight not working on Bonifacio Rd., Brgy. Riverside; area is very dark at night.",Streetlight
Earthquake aftershocks reported; cracks seen at elementary school Brgy. Pag-asa; request inspection.,Disaster
Very slow mobile data signal near chapel Brgy. Poblacion; calls dropping frequently. Need help ASAP.,Internet
Open manhole on National Hwy Brgy. Pag-asa near barangay hall; very dangerous at night. thank you.,Public Safety
"Manhole cover missing on Rizal St, Brgy San Isidro; water cannot drain properly after heavy rain",Flooding
Baradong kanal sa Sampaguita St. Brgy. Pag-asa; umaapaw during drizzle and water enters houses. 🚨,Flooding
Earthquake aftershocks reported; cracks seen at riverbank Brgy. Pag-asa; request inspection. 😷,Disaster
Open manhole on National Hwy Brgy. Pag-asa near chapel; very dangerous at night.,Public Safety
"Construction drilling starts at 6:15 AM in Brgy. Sta. Cruz, Liberty St.; violates quiet hours.",Noise
Power outage in Brgy. Mabini since 11:55 PM; households cannot use appliances.,Electricity
May asong gala na nangagat sa Liberty St. Brgy. Pag-asa 3 days ago; needs barangay action.,Animal Control
"Low water pressure on Maharlika Rd., Brgy. New Era for 1 week; tap only drips.",Water Supply
Uncollected garbage after market day near riverbank in Brgy. Malinis; plastic scattered on the road.,Garbage
Loud karaoke in Brgy Riverside near health center past 8:10 AM; kids can't sleep thank you,Noise
Patay ang ilaw sa poste malapit sa riverbank Brgy. San Isidro since yesterday.,Streetlight
Fallen tree blocking JP Laurel St. in Brgy. Riverside after the thunderstorm; needs clearing team. Pls respond asap.,Disaster
Reported suspected food poisoning after eating at bridge Brgy. New Era yesterday; several residents got sick.,Health
Heavy traffic due to double parking near riverbank in Brgy. Bayanihan at 12:40 PM.,Traffic
Stray animals roaming near park in Brgy. Sta. Cruz; risk of bites and rabies.,Health
Baradong kanal sa Sampaguita St. Brgy. Sta. Cruz; umaapaw after heavy rain and water enters houses.,Flooding
Several streetlights out along Bonifacio Rd in Brgy Sta Cruz; please repair thank you,Streetlight
"Electrical sparks seen then small fire on pole near elementary school, Brgy. Malinis nung bagyo.",Fire
Heavy traffic due to double parking near chapel in Brgy. Sta. Cruz at 6:15 AM.,Traffic
Bar music too loud near terminal Brgy. Bagong Silang; windows shaking. Pls respond asap.,Noise
Someone is dumping wastewater/sewage on Liberty St. Brgy. Bayanihan; foul smell and slippery road.,Health
Fiber line hanging low across Rizal St. Brgy. Bayanihan; trucks might hit it.,Internet
"Overflowing trash bins near the bridge in Brgy. Bayanihan, Quezon Blvd.. Foul smell since Monday; students complaining.",Garbage
Bar music too loud near plaza Brgy. Mabini; windows shaking.,Noise
Fallen tree blocking JP Laurel St. in Brgy. Malinis kahapon pagkatapos ng ulan; needs clearing team.,Disaster
Several streetlights out along Sampaguita St. in Brgy. Pag-asa; pls repair. Sana ma-actionan agad.,Streetlight
Dead animal (dog/cat) on Quezon Blvd. Brgy. Bagong Silang; needs proper disposal to avoid disease.,Animal Control
Flickering streetlight at JP Laurel St. Brgy. Bayanihan; safety concern for students.,Streetlight
"Knee-deep floodwater after the thunderstorm along Mabini Ave., Brgy. Mabini. Drainage clogged with leaves and plastic. Pls respond asap.",Flooding
Evacuation center at riverbank Brgy. Riverside lacks supplies (water/blankets) last night. Need help ASAP.,Disaster
Grass fire reported near riverbank in Brgy. Bayanihan yesterday; smoke reducing visibility on Liberty St..,Fire
May bitak at lubak sa kalsada sa Quezon Blvd Brgy Bayanihan; delikado lalo na pag gabi,Road Damage
May nag-iinuman at sobrang ingay sa Maharlika Rd Brgy Malinis hanggang 12:40 PM thank you,Noise
Bar music too loud near covered court Brgy. San Isidro; windows shaking.,Noise
Community WiFi at public market Brgy. Mabini not working today; router keeps rebooting.,Internet
Exposed electrical wire hanging near barangay hall in Brgy. New Era; could electrocute someone. Need help ASAP. 😟,Electricity
May naghihinalang tao paikot-ikot near park Brgy. Bayanihan today; residents feel unsafe.,Crime
May nasusunog na basura/kanal near Quezon Blvd. Brgy. Poblacion around 7:00 PM; strong odor and smoke.,Fire
"Construction drilling starts at 6:15 AM in Brgy Malinis, JP Laurel St; violates quiet hours",Noise
Faded pedestrian crossing near riverbank Brgy New Era; drivers don't slow down,Traffic
Water leak from main pipe near park Brgy. Riverside; water wasted and road flooded. Sana ma-actionan agad.,Water Supply
Transformer humming loudly and smells burnt near Sampaguita St. Brgy. Riverside; possible overload.,Electricity
Uncovered well/pit near Brgy Poblacion houses; children at risk,Public Safety
Power outage in Brgy. Poblacion since 6:15 AM; households cannot use appliances.,Electricity
Intermittent internet: disconnects every few minutes in Brgy. Bayanihan especially at 12:40 PM.,Internet
Someone is dumping wastewater/sewage on JP Laurel St. Brgy. Poblacion; foul smell and slippery road.,Health
Dead animal (dog/cat) on Mabini Ave. Brgy. Sta. Cruz; needs proper disposal to avoid disease.,Animal Control
Evacuation center at terminal Brgy. Mabini lacks supplies (water/blankets) since yesterday.,Disaster
"Manhole cover missing on Bonifacio Rd., Brgy. New Era; water cannot drain properly kahapon pagkatapos ng ulan.",Flooding
Snake spotted near creek Brgy. Pag-asa yesterday; residents scared.,Animal Control
"Broken sidewalk tiles near public market, Brgy. Malinis; pedestrians keep tripping.",Road Damage
Road shoulder collapsed near Brgy. Pag-asa along Bonifacio Rd. tuwing malakas ang ulan; risk of accident. Sana ma-actionan agad.,Road Damage
Intermittent internet: disconnects every few minutes in Brgy. San Isidro especially at 4:25 PM.,Internet
Fiber line hanging low across Mabini Ave. Brgy. San Isidro; trucks might hit it.,Internet
Exposed electrical wire hanging near terminal in Brgy. New Era; could electrocute someone.,Electricity
Kitchen fire at a stall near evacuation center Brgy. Pag-asa; needs inspection of LPG safety. Sana ma-actionan agad. 🔥,Fire
"Motorcycle with modified muffler keeps revving on Maharlika Rd., Brgy. Riverside every night.",Noise
Someone is dumping wastewater/sewage on National Hwy Brgy. Malinis; foul smell and slippery road. Sana ma-actionan agad.,Health
Illegal dumping of mixed waste and construction debris beside the covered court at Brgy. Bayanihan. Pls respond asap.,Garbage
Strong winds damaged roofs in Brgy. Malinis last night; families need temporary shelter.,Disaster
"Low water pressure on Mabini Ave., Brgy. Malinis this morning; tap only drips.",Water Supply
"Broken sidewalk tiles near terminal, Brgy. Malinis; pedestrians keep tripping.",Road Damage
Strong winds damaged roofs in Brgy. Bayanihan since Monday; families need temporary shelter. Pls respond asap.,Disaster
Stray cats and dogs tearing garbage near covered court Brgy. Pag-asa; causes mess and smell.,Animal Control
Loose hanging cables across Liberty St. Brgy. Sta. Cruz; could snag vehicles.,Public Safety
Road shoulder collapsed near Brgy. Riverside along Bonifacio Rd. after the thunderstorm; risk of accident.,Road Damage
Power outage in Brgy. Bagong Silang since 5:30 AM; households cannot use appliances. 😟,Electricity
Heavy traffic due to double parking near evacuation center in Brgy. New Era at 4:25 PM.,Traffic
Stray animals roaming near evacuation center in Brgy. Malinis; risk of bites and rabies. Sana ma-actionan agad.,Health
Kitchen fire at a stall near riverbank Brgy. Mabini; needs inspection of LPG safety.,Fire
"May tambak na basura sa kanto ng JP Laurel St., Brgy. Riverside. Hindi pa kinukuha today. May daga na. 🙏",Garbage
Kitchen fire at a stall near evacuation center Brgy. Mabini; needs inspection of LPG safety.,Fire
"Illegal vendors blocking one lane on Sampaguita St., Brgy. Sta. Cruz; cars stuck and honking.",Traffic
No water supply in Brgy. Poblacion since 12:40 PM; residents cannot store water.,Water Supply
Faded pedestrian crossing near terminal Brgy. Sta. Cruz; drivers don't slow down.,Traffic
May bitak at lubak sa kalsada sa Mabini Ave. Brgy. San Isidro; delikado lalo na pag gabi.,Road Damage
"Construction drilling starts at 9:30 PM in Brgy. Mabini, JP Laurel St.; violates quiet hours.",Noise
Stray cats and dogs tearing garbage near covered court Brgy. Malinis; causes mess and smell. Need help ASAP.,Animal Control
Loud karaoke in Brgy. New Era near bridge past 12:40 PM; kids can't sleep.,Noise
Baha sa tapat ng bridge Brgy. Mabini at 7:00 PM; vehicles cannot pass safely. Need help ASAP.,Flooding
Loud karaoke in Brgy. Riverside near public market past 9:30 PM; kids can't sleep.,Noise
Loud karaoke in Brgy. Pag-asa near public market past 5:30 AM; kids can't sleep.,Noise
Blocked fire exit/escape route near public market Brgy. Bayanihan; please enforce safety.,Public Safety
Strong winds damaged roofs in Brgy. New Era since yesterday; families need temporary shelter.,Disaster
Power outage in Brgy. Poblacion since 8:10 AM; households cannot use appliances.,Electricity
"Illegal vendors blocking one lane on Bonifacio Rd., Brgy. Mabini; cars stuck and honking.",Traffic
Bar music too loud near health center Brgy. Bayanihan; windows shaking.,Noise
Road shoulder collapsed near Brgy Sta Cruz along Rizal St tuwing malakas ang ulan; risk of accident,Road Damage
"Broken sidewalk tiles near bridge, Brgy. Riverside; pedestrians keep tripping. Sana ma-actionan agad.",Road Damage
Loud karaoke in Brgy. Malinis near evacuation center past 11:55 PM; kids can't sleep.,Noise
Illegal dumping of mixed waste and construction debris beside the elementary school at Brgy. Malinis.,Garbage
Illegal dumping of mixed waste and construction debris beside the evacuation center at Brgy. New Era.,Garbage
Earthquake aftershocks reported; cracks seen at park Brgy. Bayanihan; request inspection.,Disaster
Dead animal (dog/cat) on Rizal St Brgy Pag-asa; needs proper disposal to avoid disease 🙏,Animal Control
Forest/brush fire near Brgy. Poblacion boundary; flames visible from Rizal St. at 7:00 PM. Sana ma-actionan agad.,Fire
"Possible dengue risk: standing water and many mosquitoes near terminal, Brgy. New Era last night.",Health
"Broken sidewalk tiles near plaza, Brgy. Mabini; pedestrians keep tripping.",Road Damage
Faded pedestrian crossing near health center Brgy. San Isidro; drivers don't slow down.,Traffic
No traffic enforcer at intersection of Maharlika Rd. in Brgy. Poblacion; near-misses happening. Pls respond asap.,Traffic
May nasusunog na basura/kanal near Sampaguita St. Brgy. San Isidro around 8:10 AM; strong odor and smoke.,Fire
Evacuation center at barangay hall Brgy. Poblacion lacks supplies (water/blankets) this morning. 🚨,Disaster
Reported suspected food poisoning after eating at evacuation center Brgy. San Isidro since yesterday; several senior citizens got sick.,Health
Uncovered well/pit near Brgy. Bayanihan houses; children at risk.,Public Safety
May naghihinalang tao paikot-ikot near plaza Brgy. Mabini for 1 week; residents feel unsafe.,Crime
Pack of stray dogs near barangay hall in Brgy. Pag-asa 4:25 PM; chased children.,Animal Control
Stray animals roaming near plaza in Brgy. Mabini; risk of bites and rabies.,Health
May bitak at lubak sa kalsada sa Bonifacio Rd. Brgy. Riverside; delikado lalo na pag gabi. Pls respond asap.,Road Damage
"Snatching incident reported on JP Laurel St., Brgy. Mabini at 11:55 PM; CCTV in area should be checked.",Crime
"Streetlight not working on Sampaguita St., Brgy. Malinis; area is very dark at night.",Streetlight
Bar music too loud near health center Brgy. Mabini; windows shaking. thank you.,Noise
"Motorcycle with modified muffler keeps revving on Del Pilar St., Brgy. Pag-asa every night. thank you.",Noise
"Snatching incident reported on JP Laurel St, Brgy Poblacion at 5:30 AM; CCTV in area should be checked",Crime
Someone is dumping wastewater/sewage on National Hwy Brgy. Bagong Silang; foul smell and slippery road.,Health
Food stalls near bridge Brgy. Mabini have uncovered food and flies; sanitation issue.,Health
Drunk individuals harassing commuters near covered court Brgy. Bayanihan at 4:25 PM.,Crime
Uncollected garbage after market day near bridge in Brgy. Poblacion; plastic scattered on the road. 😷,Garbage
